,0
cp,0.7224741900607277
sex,0.46302335328572153
oldpeak,0.45860701435822365
thal,0.4499300562514326
ca,0.42234116046682385
thalach,0.40689840830160545
exang,0.3977599683947827
slope,0.3449316213499029
chol,0.24216224598892708
age,0.09509462034453521
restecg,0.07837980894411514
trestbps,0.058332521241489896
fbs,0.051863301371708935
