dataset,model,fold,size,split,f1,recall
cleveland,logistic_regression,10,96,val,0.7450980392156863,0.6785714285714286
cleveland,random_forest,10,121,train,0.990990990990991,1.0
cleveland,random_forest,10,121,val,0.7755102040816326,0.6785714285714286
cleveland,logistic_regression,10,121,train,0.9532710280373832,0.9272727272727272
cleveland,logistic_regression,10,121,val,0.7407407407407407,0.7142857142857143
cleveland,random_forest,10,145,train,0.9924812030075187,1.0
cleveland,random_forest,10,145,val,0.7307692307692307,0.6785714285714286
cleveland,logistic_regression,10,145,train,0.9302325581395349,0.9090909090909091
cleveland,logistic_regression,10,145,val,0.7407407407407407,0.7142857142857143
cleveland,random_forest,10,169,train,0.9935483870967742,1.0
cleveland,random_forest,10,169,val,0.7692307692307693,0.7142857142857143
cleveland,logistic_regression,10,169,train,0.9019607843137255,0.8961038961038961
cleveland,logistic_regression,10,169,val,0.7777777777777778,0.75
cleveland,random_forest,10,193,train,1.0,1.0
cleveland,random_forest,10,193,val,0.8076923076923077,0.75
cleveland,logistic_regression,10,193,train,0.8953488372093024,0.875
cleveland,logistic_regression,10,193,val,0.7924528301886793,0.75
cleveland,random_forest,10,217,train,0.9801980198019802,1.0
cleveland,random_forest,10,217,val,0.7924528301886793,0.75
cleveland,logistic_regression,10,217,train,0.8526315789473684,0.8181818181818182
cleveland,logistic_regression,10,217,val,0.8,0.7142857142857143
cleveland,random_forest,10,242,train,0.9864253393665159,0.990909090909091
cleveland,random_forest,10,242,val,0.7777777777777778,0.75
cleveland,logistic_regression,10,242,train,0.863849765258216,0.8363636363636363
cleveland,logistic_regression,10,242,val,0.8,0.7142857142857143
cleveland,random_forest,11,24,train,1.0,1.0
cleveland,random_forest,11,24,val,0.7142857142857143,0.7142857142857143
cleveland,logistic_regression,11,24,train,1.0,1.0
cleveland,logistic_regression,11,24,val,0.7719298245614035,0.7857142857142857
cleveland,random_forest,11,48,train,1.0,1.0
cleveland,random_forest,11,48,val,0.7931034482758621,0.8214285714285714
cleveland,logistic_regression,11,48,train,0.9545454545454546,0.9545454545454546
cleveland,logistic_regression,11,48,val,0.7666666666666667,0.8214285714285714
cleveland,random_forest,11,72,train,1.0,1.0
cleveland,random_forest,11,72,val,0.8,0.7857142857142857
cleveland,logistic_regression,11,72,train,0.8787878787878788,0.8787878787878788
cleveland,logistic_regression,11,72,val,0.8135593220338984,0.8571428571428571
cleveland,random_forest,11,96,train,1.0,1.0
cleveland,random_forest,11,96,val,0.7796610169491526,0.8214285714285714
cleveland,logistic_regression,11,96,train,0.9213483146067416,0.9318181818181818
cleveland,logistic_regression,11,96,val,0.8620689655172413,0.8928571428571429
cleveland,random_forest,11,121,train,0.9908256880733946,0.9818181818181818
cleveland,random_forest,11,121,val,0.847457627118644,0.8928571428571429
cleveland,logistic_regression,11,121,train,0.8828828828828829,0.8909090909090909
cleveland,logistic_regression,11,121,val,0.847457627118644,0.8928571428571429
cleveland,random_forest,11,145,train,0.9924812030075187,1.0
cleveland,random_forest,11,145,val,0.847457627118644,0.8928571428571429
cleveland,logistic_regression,11,145,train,0.8854961832061069,0.8787878787878788
cleveland,logistic_regression,11,145,val,0.847457627118644,0.8928571428571429
cleveland,random_forest,11,169,train,0.987012987012987,0.987012987012987
cleveland,random_forest,11,169,val,0.8620689655172413,0.8928571428571429
cleveland,logistic_regression,11,169,train,0.8666666666666667,0.8441558441558441
cleveland,logistic_regression,11,169,val,0.8813559322033898,0.9285714285714286
cleveland,random_forest,11,193,train,0.9830508474576272,0.9886363636363636
cleveland,random_forest,11,193,val,0.8275862068965517,0.8571428571428571
cleveland,logistic_regression,11,193,train,0.8352941176470589,0.8068181818181818
cleveland,logistic_regression,11,193,val,0.8421052631578947,0.8571428571428571
cleveland,random_forest,11,217,train,0.98989898989899,0.98989898989899
cleveland,random_forest,11,217,val,0.8333333333333334,0.8928571428571429
cleveland,logistic_regression,11,217,train,0.8421052631578947,0.8080808080808081
cleveland,logistic_regression,11,217,val,0.8214285714285714,0.8214285714285714
cleveland,random_forest,11,242,train,0.9864253393665159,0.990909090909091
cleveland,random_forest,11,242,val,0.8135593220338984,0.8571428571428571
cleveland,logistic_regression,11,242,train,0.8490566037735849,0.8181818181818182
cleveland,logistic_regression,11,242,val,0.8070175438596491,0.8214285714285714
cleveland,random_forest,12,24,train,1.0,1.0
cleveland,random_forest,12,24,val,0.7777777777777778,0.75
cleveland,logistic_regression,12,24,train,0.9565217391304348,1.0
cleveland,logistic_regression,12,24,val,0.75,0.75
cleveland,random_forest,12,48,train,1.0,1.0
cleveland,random_forest,12,48,val,0.8214285714285714,0.8214285714285714
cleveland,logistic_regression,12,48,train,0.9545454545454546,0.9545454545454546
cleveland,logistic_regression,12,48,val,0.8620689655172413,0.8928571428571429
cleveland,random_forest,12,72,train,1.0,1.0
cleveland,random_forest,12,72,val,0.8076923076923077,0.75
cleveland,logistic_regression,12,72,train,0.9393939393939394,0.9393939393939394
cleveland,logistic_regression,12,72,val,0.7666666666666667,0.8214285714285714
cleveland,random_forest,12,96,train,0.9887640449438202,1.0
cleveland,random_forest,12,96,val,0.8076923076923077,0.75
cleveland,logistic_regression,12,96,train,0.9195402298850575,0.9090909090909091
cleveland,logistic_regression,12,96,val,0.7368421052631579,0.75
cleveland,random_forest,12,121,train,0.9818181818181818,0.9818181818181818
cleveland,random_forest,12,121,val,0.8148148148148148,0.7857142857142857
cleveland,logistic_regression,12,121,train,0.8888888888888888,0.8727272727272727
cleveland,logistic_regression,12,121,val,0.8,0.7857142857142857
cleveland,random_forest,12,145,train,1.0,1.0
cleveland,random_forest,12,145,val,0.7777777777777778,0.75
cleveland,logistic_regression,12,145,train,0.8818897637795275,0.8484848484848485
cleveland,logistic_regression,12,145,val,0.8148148148148148,0.7857142857142857
cleveland,random_forest,12,169,train,0.987012987012987,0.987012987012987
cleveland,random_forest,12,169,val,0.7755102040816326,0.6785714285714286
cleveland,logistic_regression,12,169,train,0.881578947368421,0.8701298701298701
cleveland,logistic_regression,12,169,val,0.8301886792452831,0.7857142857142857
cleveland,random_forest,12,193,train,0.9886363636363636,0.9886363636363636
cleveland,random_forest,12,193,val,0.8,0.7142857142857143
cleveland,logistic_regression,12,193,train,0.8690476190476191,0.8295454545454546
cleveland,logistic_regression,12,193,val,0.8148148148148148,0.7857142857142857
cleveland,random_forest,12,217,train,0.9797979797979798,0.9797979797979798
cleveland,random_forest,12,217,val,0.7843137254901961,0.7142857142857143
cleveland,logistic_regression,12,217,train,0.8691099476439791,0.8383838383838383
cleveland,logistic_regression,12,217,val,0.7924528301886793,0.75
cleveland,random_forest,12,242,train,0.9818181818181818,0.9818181818181818
cleveland,random_forest,12,242,val,0.7843137254901961,0.7142857142857143
cleveland,logistic_regression,12,242,train,0.8679245283018868,0.8363636363636363
cleveland,logistic_regression,12,242,val,0.7924528301886793,0.75
cleveland,random_forest,13,24,train,1.0,1.0
cleveland,random_forest,13,24,val,0.7169811320754716,0.7037037037037037
cleveland,logistic_regression,13,24,train,1.0,1.0
cleveland,logistic_regression,13,24,val,0.7083333333333334,0.6296296296296297
cleveland,random_forest,13,48,train,1.0,1.0
cleveland,random_forest,13,48,val,0.7407407407407407,0.7407407407407407
cleveland,logistic_regression,13,48,train,0.9302325581395349,0.9090909090909091
cleveland,logistic_regression,13,48,val,0.8148148148148148,0.8148148148148148
cleveland,random_forest,13,72,train,0.9850746268656716,1.0
cleveland,random_forest,13,72,val,0.7777777777777778,0.7777777777777778
cleveland,logistic_regression,13,72,train,0.9206349206349206,0.8787878787878788
cleveland,logistic_regression,13,72,val,0.8148148148148148,0.8148148148148148
cleveland,random_forest,13,96,train,1.0,1.0
cleveland,random_forest,13,96,val,0.7843137254901961,0.7407407407407407
cleveland,logistic_regression,13,96,train,0.8837209302325582,0.8636363636363636
cleveland,logistic_regression,13,96,val,0.8076923076923077,0.7777777777777778
cleveland,random_forest,13,121,train,1.0,1.0
cleveland,random_forest,13,121,val,0.7843137254901961,0.7407407407407407
cleveland,logistic_regression,13,121,train,0.8807339449541285,0.8727272727272727
cleveland,logistic_regression,13,121,val,0.7916666666666666,0.7037037037037037
cleveland,random_forest,13,145,train,1.0,1.0
cleveland,random_forest,13,145,val,0.76,0.7037037037037037
cleveland,logistic_regression,13,145,train,0.8992248062015504,0.8787878787878788
cleveland,logistic_regression,13,145,val,0.7916666666666666,0.7037037037037037
cleveland,random_forest,13,169,train,1.0,1.0
cleveland,random_forest,13,169,val,0.76,0.7037037037037037
cleveland,logistic_regression,13,169,train,0.9006622516556292,0.8831168831168831
cleveland,logistic_regression,13,169,val,0.8163265306122449,0.7407407407407407
cleveland,random_forest,13,193,train,0.9887640449438202,1.0
cleveland,random_forest,13,193,val,0.7916666666666666,0.7037037037037037
cleveland,logistic_regression,13,193,train,0.8588235294117647,0.8295454545454546
cleveland,logistic_regression,13,193,val,0.7755102040816326,0.7037037037037037
cleveland,random_forest,13,217,train,0.99,1.0
cleveland,random_forest,13,217,val,0.7755102040816326,0.7037037037037037
cleveland,logistic_regression,13,217,train,0.8762886597938144,0.8585858585858586
cleveland,logistic_regression,13,217,val,0.8163265306122449,0.7407407407407407
cleveland,random_forest,13,242,train,0.9819819819819819,0.9819819819819819
cleveland,random_forest,13,242,val,0.7755102040816326,0.7037037037037037
cleveland,logistic_regression,13,242,train,0.8703703703703703,0.8468468468468469
cleveland,logistic_regression,13,242,val,0.8085106382978723,0.7037037037037037
cleveland,random_forest,14,24,train,1.0,1.0
cleveland,random_forest,14,24,val,0.7636363636363637,0.7777777777777778
cleveland,logistic_regression,14,24,train,1.0,1.0
cleveland,logistic_regression,14,24,val,0.7368421052631579,0.7777777777777778
cleveland,random_forest,14,48,train,1.0,1.0
cleveland,random_forest,14,48,val,0.7777777777777778,0.7777777777777778
cleveland,logistic_regression,14,48,train,0.8444444444444444,0.8636363636363636
cleveland,logistic_regression,14,48,val,0.8571428571428571,0.8888888888888888
cleveland,random_forest,14,72,train,0.9846153846153847,0.9696969696969697
cleveland,random_forest,14,72,val,0.7777777777777778,0.7777777777777778
cleveland,logistic_regression,14,72,train,0.8787878787878788,0.8787878787878788
cleveland,logistic_regression,14,72,val,0.8148148148148148,0.8148148148148148
cleveland,random_forest,14,96,train,0.9885057471264368,0.9772727272727273
cleveland,random_forest,14,96,val,0.7777777777777778,0.7777777777777778
cleveland,logistic_regression,14,96,train,0.813953488372093,0.7954545454545454
cleveland,logistic_regression,14,96,val,0.8518518518518519,0.8518518518518519
cleveland,random_forest,14,121,train,0.9908256880733946,0.9818181818181818
cleveland,random_forest,14,121,val,0.8148148148148148,0.8148148148148148
cleveland,logistic_regression,14,121,train,0.822429906542056,0.8
cleveland,logistic_regression,14,121,val,0.8518518518518519,0.8518518518518519
cleveland,random_forest,14,145,train,0.9923664122137404,0.9848484848484849
cleveland,random_forest,14,145,val,0.8518518518518519,0.8518518518518519
cleveland,logistic_regression,14,145,train,0.8307692307692308,0.8181818181818182
cleveland,logistic_regression,14,145,val,0.8518518518518519,0.8518518518518519
cleveland,random_forest,14,169,train,0.9934640522875817,0.987012987012987
cleveland,random_forest,14,169,val,0.8727272727272727,0.8888888888888888
cleveland,logistic_regression,14,169,train,0.8311688311688312,0.8311688311688312
cleveland,logistic_regression,14,169,val,0.8571428571428571,0.8888888888888888
cleveland,random_forest,14,193,train,0.9826589595375722,0.9659090909090909
cleveland,random_forest,14,193,val,0.8518518518518519,0.8518518518518519
cleveland,logistic_regression,14,193,train,0.8488372093023255,0.8295454545454546
cleveland,logistic_regression,14,193,val,0.8571428571428571,0.8888888888888888
cleveland,random_forest,14,217,train,0.9897959183673469,0.9797979797979798
cleveland,random_forest,14,217,val,0.8771929824561403,0.9259259259259259
cleveland,logistic_regression,14,217,train,0.8601036269430051,0.8383838383838383
cleveland,logistic_regression,14,217,val,0.8727272727272727,0.8888888888888888
cleveland,random_forest,14,242,train,0.990909090909091,0.9819819819819819
cleveland,random_forest,14,242,val,0.8679245283018868,0.8518518518518519
cleveland,logistic_regression,14,242,train,0.8558139534883721,0.8288288288288288
cleveland,logistic_regression,14,242,val,0.8363636363636363,0.8518518518518519
cleveland,random_forest,15,24,train,1.0,1.0
cleveland,random_forest,15,24,val,0.7916666666666666,0.6785714285714286
cleveland,logistic_regression,15,24,train,1.0,1.0
cleveland,logistic_regression,15,24,val,0.8727272727272727,0.8571428571428571
cleveland,random_forest,15,48,train,0.9545454545454546,0.9545454545454546
cleveland,random_forest,15,48,val,0.8461538461538461,0.7857142857142857
cleveland,logistic_regression,15,48,train,0.8837209302325582,0.8636363636363636
cleveland,logistic_regression,15,48,val,0.8888888888888888,0.8571428571428571
cleveland,random_forest,15,72,train,0.9846153846153847,0.9696969696969697
cleveland,random_forest,15,72,val,0.84,0.75
cleveland,logistic_regression,15,72,train,0.8923076923076924,0.8787878787878788
cleveland,logistic_regression,15,72,val,0.8888888888888888,0.8571428571428571
cleveland,random_forest,15,96,train,0.9662921348314607,0.9772727272727273
cleveland,random_forest,15,96,val,0.8679245283018868,0.8214285714285714
cleveland,logistic_regression,15,96,train,0.8666666666666667,0.8863636363636364
cleveland,logistic_regression,15,96,val,0.9259259259259259,0.8928571428571429
cleveland,random_forest,15,121,train,0.9818181818181818,0.9818181818181818
cleveland,random_forest,15,121,val,0.8888888888888888,0.8571428571428571
cleveland,logistic_regression,15,121,train,0.8648648648648649,0.8727272727272727
cleveland,logistic_regression,15,121,val,0.9056603773584906,0.8571428571428571
cleveland,random_forest,15,145,train,0.9774436090225563,0.9848484848484849
cleveland,random_forest,15,145,val,0.8461538461538461,0.7857142857142857
cleveland,logistic_regression,15,145,train,0.8270676691729323,0.8333333333333334
cleveland,logistic_regression,15,145,val,0.8846153846153846,0.8214285714285714
cleveland,random_forest,15,169,train,0.9743589743589743,0.987012987012987
cleveland,random_forest,15,169,val,0.9056603773584906,0.8571428571428571
cleveland,logistic_regression,15,169,train,0.8299319727891157,0.7922077922077922
cleveland,logistic_regression,15,169,val,0.9056603773584906,0.8571428571428571
cleveland,random_forest,15,193,train,0.9886363636363636,0.9886363636363636
cleveland,random_forest,15,193,val,0.8888888888888888,0.8571428571428571
cleveland,logistic_regression,15,193,train,0.8352941176470589,0.8068181818181818
cleveland,logistic_regression,15,193,val,0.9259259259259259,0.8928571428571429
cleveland,random_forest,15,217,train,0.9849246231155779,0.98989898989899
cleveland,random_forest,15,217,val,0.8846153846153846,0.8214285714285714
cleveland,logistic_regression,15,217,train,0.837696335078534,0.8080808080808081
cleveland,logistic_regression,15,217,val,0.9259259259259259,0.8928571428571429
cleveland,random_forest,15,242,train,0.9818181818181818,0.9818181818181818
cleveland,random_forest,15,242,val,0.8888888888888888,0.8571428571428571
cleveland,logistic_regression,15,242,train,0.8380952380952381,0.8
cleveland,logistic_regression,15,242,val,0.9259259259259259,0.8928571428571429
cleveland,random_forest,16,24,train,1.0,1.0
cleveland,random_forest,16,24,val,0.7777777777777778,0.75
cleveland,logistic_regression,16,24,train,1.0,1.0
cleveland,logistic_regression,16,24,val,0.8275862068965517,0.8571428571428571
cleveland,random_forest,16,48,train,1.0,1.0
cleveland,random_forest,16,48,val,0.8148148148148148,0.7857142857142857
cleveland,logistic_regression,16,48,train,0.9777777777777777,1.0
cleveland,logistic_regression,16,48,val,0.7777777777777778,0.75
cleveland,random_forest,16,72,train,1.0,1.0
cleveland,random_forest,16,72,val,0.8214285714285714,0.8214285714285714
cleveland,logistic_regression,16,72,train,0.9538461538461539,0.9393939393939394
cleveland,logistic_regression,16,72,val,0.7931034482758621,0.8214285714285714
cleveland,random_forest,16,96,train,1.0,1.0
cleveland,random_forest,16,96,val,0.7407407407407407,0.7142857142857143
cleveland,logistic_regression,16,96,train,0.9090909090909091,0.9090909090909091
cleveland,logistic_regression,16,96,val,0.8070175438596491,0.8214285714285714
cleveland,random_forest,16,121,train,0.9818181818181818,0.9818181818181818
cleveland,random_forest,16,121,val,0.7547169811320755,0.7142857142857143
cleveland,logistic_regression,16,121,train,0.8679245283018868,0.8363636363636363
cleveland,logistic_regression,16,121,val,0.8,0.7857142857142857
cleveland,random_forest,16,145,train,1.0,1.0
cleveland,random_forest,16,145,val,0.7407407407407407,0.7142857142857143
cleveland,logistic_regression,16,145,train,0.8837209302325582,0.8636363636363636
cleveland,logistic_regression,16,145,val,0.7719298245614035,0.7857142857142857
cleveland,random_forest,16,169,train,0.987012987012987,0.987012987012987
cleveland,random_forest,16,169,val,0.7692307692307693,0.7142857142857143
cleveland,logistic_regression,16,169,train,0.8666666666666667,0.8441558441558441
cleveland,logistic_regression,16,169,val,0.8214285714285714,0.8214285714285714
cleveland,random_forest,16,193,train,0.9772727272727273,0.9772727272727273
cleveland,random_forest,16,193,val,0.7636363636363637,0.75
cleveland,logistic_regression,16,193,train,0.8837209302325582,0.8636363636363636
cleveland,logistic_regression,16,193,val,0.8214285714285714,0.8214285714285714
cleveland,random_forest,16,217,train,0.9797979797979798,0.9797979797979798
cleveland,random_forest,16,217,val,0.7547169811320755,0.7142857142857143
cleveland,logistic_regression,16,217,train,0.882051282051282,0.8686868686868687
cleveland,logistic_regression,16,217,val,0.8214285714285714,0.8214285714285714
cleveland,random_forest,16,242,train,0.9864253393665159,0.990909090909091
cleveland,random_forest,16,242,val,0.7547169811320755,0.7142857142857143
cleveland,logistic_regression,16,242,train,0.863849765258216,0.8363636363636363
cleveland,logistic_regression,16,242,val,0.8,0.7857142857142857
cleveland,random_forest,17,24,train,0.9565217391304348,1.0
cleveland,random_forest,17,24,val,0.723404255319149,0.6071428571428571
cleveland,logistic_regression,17,24,train,0.9565217391304348,1.0
cleveland,logistic_regression,17,24,val,0.7111111111111111,0.5714285714285714
cleveland,random_forest,17,48,train,0.9777777777777777,1.0
cleveland,random_forest,17,48,val,0.8163265306122449,0.7142857142857143
cleveland,logistic_regression,17,48,train,0.9545454545454546,0.9545454545454546
cleveland,logistic_regression,17,48,val,0.8,0.7142857142857143
cleveland,random_forest,17,72,train,0.9850746268656716,1.0
cleveland,random_forest,17,72,val,0.8163265306122449,0.7142857142857143
cleveland,logistic_regression,17,72,train,0.9032258064516129,0.8484848484848485
cleveland,logistic_regression,17,72,val,0.8461538461538461,0.7857142857142857
cleveland,random_forest,17,96,train,0.9772727272727273,0.9772727272727273
cleveland,random_forest,17,96,val,0.8235294117647058,0.75
cleveland,logistic_regression,17,96,train,0.9069767441860465,0.8863636363636364
cleveland,logistic_regression,17,96,val,0.8461538461538461,0.7857142857142857
cleveland,random_forest,17,121,train,0.9724770642201835,0.9636363636363636
cleveland,random_forest,17,121,val,0.8301886792452831,0.7857142857142857
cleveland,logistic_regression,17,121,train,0.8703703703703703,0.8545454545454545
cleveland,logistic_regression,17,121,val,0.8235294117647058,0.75
cleveland,random_forest,17,145,train,0.9848484848484849,0.9848484848484849
cleveland,random_forest,17,145,val,0.8214285714285714,0.8214285714285714
cleveland,logistic_regression,17,145,train,0.8372093023255814,0.8181818181818182
cleveland,logistic_regression,17,145,val,0.8,0.7142857142857143
cleveland,random_forest,17,169,train,0.987012987012987,0.987012987012987
cleveland,random_forest,17,169,val,0.8,0.7857142857142857
cleveland,logistic_regression,17,169,train,0.8533333333333334,0.8311688311688312
cleveland,logistic_regression,17,169,val,0.7916666666666666,0.6785714285714286
cleveland,random_forest,17,193,train,0.9830508474576272,0.9886363636363636
cleveland,random_forest,17,193,val,0.7924528301886793,0.75
cleveland,logistic_regression,17,193,train,0.8372093023255814,0.8181818181818182
cleveland,logistic_regression,17,193,val,0.7916666666666666,0.6785714285714286
cleveland,random_forest,17,217,train,0.9847715736040609,0.9797979797979798
cleveland,random_forest,17,217,val,0.8076923076923077,0.75
cleveland,logistic_regression,17,217,train,0.8421052631578947,0.8080808080808081
cleveland,logistic_regression,17,217,val,0.8846153846153846,0.8214285714285714
cleveland,random_forest,17,242,train,0.9775784753363229,0.990909090909091
cleveland,random_forest,17,242,val,0.7924528301886793,0.75
cleveland,logistic_regression,17,242,train,0.863849765258216,0.8363636363636363
cleveland,logistic_regression,17,242,val,0.8627450980392157,0.7857142857142857
cleveland,random_forest,18,24,train,1.0,1.0
cleveland,random_forest,18,24,val,0.7777777777777778,0.7777777777777778
cleveland,logistic_regression,18,24,train,1.0,1.0
cleveland,logistic_regression,18,24,val,0.723404255319149,0.6296296296296297
cleveland,random_forest,18,48,train,0.9767441860465116,0.9545454545454546
cleveland,random_forest,18,48,val,0.6153846153846154,0.5925925925925926
cleveland,logistic_regression,18,48,train,0.9047619047619048,0.8636363636363636
cleveland,logistic_regression,18,48,val,0.6538461538461539,0.6296296296296297
cleveland,random_forest,18,72,train,0.9846153846153847,0.9696969696969697
cleveland,random_forest,18,72,val,0.6666666666666666,0.6666666666666666
cleveland,logistic_regression,18,72,train,0.9393939393939394,0.9393939393939394
cleveland,logistic_regression,18,72,val,0.6530612244897959,0.5925925925925926
cleveland,random_forest,18,96,train,0.9767441860465116,0.9545454545454546
cleveland,random_forest,18,96,val,0.6909090909090909,0.7037037037037037
cleveland,logistic_regression,18,96,train,0.8764044943820225,0.8863636363636364
cleveland,logistic_regression,18,96,val,0.6923076923076923,0.6666666666666666
cleveland,random_forest,18,121,train,0.9814814814814815,0.9636363636363636
cleveland,random_forest,18,121,val,0.6909090909090909,0.7037037037037037
cleveland,logistic_regression,18,121,train,0.8648648648648649,0.8727272727272727
cleveland,logistic_regression,18,121,val,0.68,0.6296296296296297
cleveland,random_forest,18,145,train,0.9848484848484849,0.9848484848484849
cleveland,random_forest,18,145,val,0.75,0.7777777777777778
cleveland,logistic_regression,18,145,train,0.8769230769230769,0.8636363636363636
cleveland,logistic_regression,18,145,val,0.6923076923076923,0.6666666666666666
cleveland,random_forest,18,169,train,0.9934640522875817,0.987012987012987
cleveland,random_forest,18,169,val,0.7368421052631579,0.7777777777777778
cleveland,logistic_regression,18,169,train,0.8552631578947368,0.8441558441558441
cleveland,logistic_regression,18,169,val,0.7058823529411765,0.6666666666666666
cleveland,random_forest,18,193,train,0.9886363636363636,0.9886363636363636
cleveland,random_forest,18,193,val,0.75,0.7777777777777778
cleveland,logistic_regression,18,193,train,0.8735632183908046,0.8636363636363636
cleveland,logistic_regression,18,193,val,0.6938775510204082,0.6296296296296297
cleveland,random_forest,18,217,train,0.9846153846153847,0.9696969696969697
cleveland,random_forest,18,217,val,0.7272727272727273,0.7407407407407407
cleveland,logistic_regression,18,217,train,0.8673469387755102,0.8585858585858586
cleveland,logistic_regression,18,217,val,0.6938775510204082,0.6296296296296297
cleveland,random_forest,18,242,train,0.9864253393665159,0.9819819819819819
cleveland,random_forest,18,242,val,0.7272727272727273,0.7407407407407407
cleveland,logistic_regression,18,242,train,0.8858447488584474,0.8738738738738738
cleveland,logistic_regression,18,242,val,0.6938775510204082,0.6296296296296297
cleveland,random_forest,19,24,train,1.0,1.0
cleveland,random_forest,19,24,val,0.7692307692307693,0.7407407407407407
cleveland,logistic_regression,19,24,train,0.9090909090909091,0.9090909090909091
cleveland,logistic_regression,19,24,val,0.8275862068965517,0.8888888888888888
cleveland,random_forest,19,48,train,1.0,1.0
cleveland,random_forest,19,48,val,0.8518518518518519,0.8518518518518519
cleveland,logistic_regression,19,48,train,0.9090909090909091,0.9090909090909091
cleveland,logistic_regression,19,48,val,0.7868852459016393,0.8888888888888888
cleveland,random_forest,19,72,train,0.9850746268656716,1.0
cleveland,random_forest,19,72,val,0.8148148148148148,0.8148148148148148
cleveland,logistic_regression,19,72,train,0.8787878787878788,0.8787878787878788
cleveland,logistic_regression,19,72,val,0.8070175438596491,0.8518518518518519
cleveland,random_forest,19,96,train,0.9772727272727273,0.9772727272727273
cleveland,random_forest,19,96,val,0.7857142857142857,0.8148148148148148
cleveland,logistic_regression,19,96,train,0.8505747126436781,0.8409090909090909
cleveland,logistic_regression,19,96,val,0.8070175438596491,0.8518518518518519
cleveland,random_forest,19,121,train,0.9908256880733946,0.9818181818181818
cleveland,random_forest,19,121,val,0.7636363636363637,0.7777777777777778
cleveland,logistic_regression,19,121,train,0.8598130841121495,0.8363636363636363
cleveland,logistic_regression,19,121,val,0.8214285714285714,0.8518518518518519
cleveland,random_forest,19,145,train,0.9924812030075187,1.0
cleveland,random_forest,19,145,val,0.7169811320754716,0.7037037037037037
cleveland,logistic_regression,19,145,train,0.8372093023255814,0.8181818181818182
cleveland,logistic_regression,19,145,val,0.8148148148148148,0.8148148148148148
cleveland,random_forest,19,169,train,0.974025974025974,0.974025974025974
cleveland,random_forest,19,169,val,0.7692307692307693,0.7407407407407407
cleveland,logistic_regression,19,169,train,0.8609271523178808,0.8441558441558441
cleveland,logistic_regression,19,169,val,0.8518518518518519,0.8518518518518519
cleveland,random_forest,19,193,train,0.9772727272727273,0.9772727272727273
cleveland,random_forest,19,193,val,0.7547169811320755,0.7407407407407407
cleveland,logistic_regression,19,193,train,0.8505747126436781,0.8409090909090909
cleveland,logistic_regression,19,193,val,0.8363636363636363,0.8518518518518519
cleveland,random_forest,19,217,train,0.9797979797979798,0.9797979797979798
cleveland,random_forest,19,217,val,0.7636363636363637,0.7777777777777778
cleveland,logistic_regression,19,217,train,0.84375,0.8181818181818182
cleveland,logistic_regression,19,217,val,0.8,0.8148148148148148
cleveland,random_forest,19,242,train,0.9773755656108597,0.972972972972973
cleveland,random_forest,19,242,val,0.7547169811320755,0.7407407407407407
cleveland,logistic_regression,19,242,train,0.8518518518518519,0.8288288288288288
cleveland,logistic_regression,19,242,val,0.8421052631578947,0.8888888888888888
cleveland,random_forest,20,24,train,0.9523809523809523,0.9090909090909091
cleveland,random_forest,20,24,val,0.68,0.6071428571428571
cleveland,logistic_regression,20,24,train,1.0,1.0
cleveland,logistic_regression,20,24,val,0.7058823529411765,0.6428571428571429
cleveland,random_forest,20,48,train,0.9767441860465116,0.9545454545454546
cleveland,random_forest,20,48,val,0.8,0.7142857142857143
cleveland,logistic_regression,20,48,train,0.8837209302325582,0.8636363636363636
cleveland,logistic_regression,20,48,val,0.7692307692307693,0.7142857142857143
cleveland,random_forest,20,72,train,0.9538461538461539,0.9393939393939394
cleveland,random_forest,20,72,val,0.8461538461538461,0.7857142857142857
cleveland,logistic_regression,20,72,train,0.8484848484848485,0.8484848484848485
cleveland,logistic_regression,20,72,val,0.7547169811320755,0.7142857142857143
cleveland,random_forest,20,96,train,0.9772727272727273,0.9772727272727273
cleveland,random_forest,20,96,val,0.8518518518518519,0.8214285714285714
cleveland,logistic_regression,20,96,train,0.8470588235294118,0.8181818181818182
cleveland,logistic_regression,20,96,val,0.8148148148148148,0.7857142857142857
cleveland,random_forest,20,121,train,0.9724770642201835,0.9636363636363636
cleveland,random_forest,20,121,val,0.8461538461538461,0.7857142857142857
cleveland,logistic_regression,20,121,train,0.8440366972477065,0.8363636363636363
cleveland,logistic_regression,20,121,val,0.8,0.7857142857142857
cleveland,random_forest,20,145,train,0.9848484848484849,0.9848484848484849
cleveland,random_forest,20,145,val,0.8888888888888888,0.8571428571428571
cleveland,logistic_regression,20,145,train,0.8396946564885496,0.8333333333333334
cleveland,logistic_regression,20,145,val,0.8421052631578947,0.8571428571428571
cleveland,random_forest,20,169,train,0.987012987012987,0.987012987012987
cleveland,random_forest,20,169,val,0.9056603773584906,0.8571428571428571
cleveland,logistic_regression,20,169,train,0.8311688311688312,0.8311688311688312
cleveland,logistic_regression,20,169,val,0.8363636363636363,0.8214285714285714
cleveland,random_forest,20,193,train,0.9772727272727273,0.9772727272727273
cleveland,random_forest,20,193,val,0.9056603773584906,0.8571428571428571
cleveland,logistic_regression,20,193,train,0.8488372093023255,0.8295454545454546
cleveland,logistic_regression,20,193,val,0.8518518518518519,0.8214285714285714
cleveland,random_forest,20,217,train,0.98989898989899,0.98989898989899
cleveland,random_forest,20,217,val,0.8888888888888888,0.8571428571428571
